,user_id,screen_name
518,278145569,MarshaBlackburn
519,18632666,JerryMoran
520,75364211,SenPatRoberts
521,555474658,SenThadCochran
522,264219447,SenatorWicker
523,1071402577,SenatorFischer
524,1096059529,SenatorRisch
525,600463589,MikeCrapo
526,983348251972816896,SenHydeSmith
527,291756142,SenatorEnzi
528,202206694,SenJohnBarrasso
529,816683274076614656,SenJohnKennedy
530,1017500185356853248,SenBillCassidy
531,816131319033950208,RepJimBanks
532,2966205003,RepMarkWalker
533,816719802328715264,RepLizCheney
534,1083469084648505344,CongressmanJVD
535,191469176,sarahnferris
536,14836282,Jim_Banks
537,3131144855,BorisJohnson
538,1408003598,FDRLST
539,1196441152486072320,CBS_Herridge
540,178363095,TheRightRussell
541,2574326187,slisker
542,1046783815937662976,SpectrumNews1OH
543,211530910,RepBillJohnson
544,42153941,elainaplott
545,240393970,RepJeffDuncan
546,395419988,StewartforUtah
547,816284664658874368,RepArrington
548,518644221,RepBradWenstrup
549,854715071116849157,RepRonEstes
550,2847548951,eviefordham
551,217550862,BresPolitico
552,387937220,alaynatreene
553,126722715,abbydphillip
554,177028305,KFaulders
555,466864852,BoSnerdley
556,15515169,toddstarnes
557,133052366,usatodayopinion
558,1249982359,senatemajldr
559,233693291,RepRickCrawford
560,344972339,RepDevinNunes
561,327862439,jonathanvswan
562,1082369392229400576,RepGregPence
563,121574367,LisaMarieBoothe
564,38644883,RichSementa
565,1072008757,RepChrisStewart
566,237312687,RepBillFlores
567,2914515430,RepTomEmmer
568,1071900114,RepTedYoho
569,2861616083,USRepGaryPalmer
570,2914163523,RepLoudermilk
571,248469208,amber_athey
572,1444015610,USRepLong
573,1173978070535024642,RepGregMurphy
574,757832485,LizRNC
575,3086289084,KelleyAshbyPaul
576,41417564,RepSmucker
577,36529101,seanmdav
578,752511428683296768,RJDonachie3
579,751799352755052544,JackBergman_MI1
580,17060573,ComfortablySmug
581,816012124505931780,RepDavidKustoff
582,2966758114,RepRussell
583,1092757885,RepJBridenstine
584,1060370282,RepMullin
585,1069124515,RepLaMalfa
586,1074412920,RepPaulCook
587,2951574214,RepGarretGraves
588,2962891515,RepAbraham
589,242772524,RepFrankLucas
590,811632636598910976,RepPaulMitchell
591,2382685057,RepRobWoodall
592,806583915012046854,RepDrewFerguson
593,1630896181,VICENews
594,1025521,Shawna
595,782806500,npfandos
596,37999041,arishapiro
597,1119283436265582595,CBPSanders
598,1031612276,shanvav
599,299883942,CongPalazzo
600,93412074,DrMarkGreen4TN
601,996094929733652481,RepDLesko
602,1136060761422405633,RepFredKeller
603,1092539755886202881,caphillanthony
604,1144299646896025602,michaeldjohnsjr
605,45861760,ScottTParkinson
606,2643570679,_StephanieMyers
607,1080891667308298240,RepGolden
608,245649240,brandondarby
609,1137600571,RepCloakroom
610,2263438704,GillianHTurner
611,39384517,ICEgov
